Time,Mic,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA
s,Run LEQ,g RMS,g RMS,g RMS,g RMS, g RMS,g Peak,g Peak,g Peak,g Peak, g Peak,mm/s RMS,mm/s RMS,mm/s RMS,mm/s RMS, mm/s RMS,mm/s Peak,mm/s Peak,mm/s Peak,mm/s Peak, mm/s Peak
3675750807,105.774,0.689,0.083,1.03,0.832,0.081,3.505,0.175,3.82,3.488,0.173,8.173,7.116,12.052,5.945,8.317,16.421,17.248,21.877,12.867,18.646
3675750808,106.805,0.964,0.083,1.09,0.945,0.081,5.615,0.179,4.729,3.793,0.179,8.306,8.184,11.898,6.145,6.955,18.116,19.015,21.652,14.408,17.723
3675750809,106.157,0.696,0.083,0.982,0.832,0.08,3.911,0.178,3.834,4.372,0.175,8.294,7.899,11.86,5.903,7.275,17.617,20.85,21.419,13.242,18.368
3675750810,106.081,0.631,0.082,0.973,0.833,0.081,2.38,0.195,3.702,3.613,0.172,8.26,7.577,11.727,5.947,7.071,16.017,19.851,20.892,13.644,16.169
3675750811,106.286,0.565,0.084,0.991,0.8,0.081,2.309,0.178,4.004,3.298,0.175,8.553,7.386,11.51,5.726,7.755,16.137,17.455,21.686,13.019,18.102
3675750812,106.541,0.516,0.083,0.965,0.776,0.082,2.122,0.182,3.805,3.376,0.174,9.2,8.28,11.38,5.748,7.94,15.955,20.62,19.962,13.347,20.909
3675750813,106.164,0.505,0.082,0.98,0.791,0.08,1.916,0.187,4.644,3.153,0.172,8.77,7.137,11.911,5.904,7.716,15.916,16.445,20.464,12.823,19.079
3675750814,105.807,0.514,0.082,0.991,0.783,0.082,1.986,0.172,3.943,3.243,0.175,9.014,7.827,11.833,5.892,7.739,16.126,19.543,21.105,14.202,20.859
3675750815,106.452,0.504,0.083,0.996,0.815,0.08,1.867,0.172,3.891,3.499,0.169,9.176,7.326,11.806,6.007,7.488,16.843,17.671,20.617,13.358,17.532
3675750816,105.814,0.503,0.082,0.958,0.773,0.082,1.821,0.178,3.77,2.877,0.176,8.985,7.939,11.81,5.85,8.086,15.661,19.146,21.753,12.874,19.113
3675750817,106.071,0.505,0.083,0.916,0.779,0.081,1.902,0.182,3.749,2.829,0.184,9.181,7.405,11.745,5.849,7.808,16.023,19.254,20.944,12.534,18.626
3675750818,106.062,0.521,0.082,0.962,0.795,0.082,1.922,0.183,3.997,3.146,0.18,9.104,7.979,11.848,5.883,7.968,17.156,19.179,20.372,12.543,19.664
3675750819,106.241,0.579,0.083,0.967,0.818,0.081,2.76,0.178,4.586,3.59,0.171,8.919,6.492,11.736,5.866,7.658,16.994,17.955,20.936,12.654,19.056
3675750820,106.679,1.008,0.083,1.047,0.923,0.081,4.848,0.178,4.24,3.748,0.171,8.613,8.351,12.018,6.054,8.217,20.22,19.732,22.607,14.559,19.559
3675750821,106.764,0.649,0.083,1.005,0.863,0.081,3.251,0.177,4.31,3.787,0.177,8.631,7.617,12.218,6.194,7.4,18.567,20.762,22.058,15.067,19.437
3675750822,106.39,0.927,0.082,1.092,0.882,0.082,5.036,0.17,4.876,3.703,0.178,8.499,7.74,12.085,6.033,8.284,20.126,17.704,22.647,14.051,21.607
3675750823,106.58,0.667,0.082,1.028,0.854,0.081,5.079,0.175,4.292,3.353,0.176,8.558,7.258,12.124,6.066,7.202,17.589,18.52,21.359,14.494,17.47
3675750824,106.234,0.683,0.083,0.993,0.834,0.082,4.404,0.189,4.484,3.375,0.173,8.562,8.451,11.785,5.91,8.765,16.896,20.239,20.445,13.926,20.193
3675750825,107.059,0.832,0.081,1.037,0.884,0.081,5.47,0.177,4.715,3.989,0.179,8.564,6.499,11.917,6.014,6.34,17.937,17.062,21.47,13.82,17.253
3675750826,106.119,0.597,0.083,0.962,0.815,0.081,2.565,0.183,3.571,3.039,0.168,8.378,7.882,11.949,5.939,7.712,16.719,18.731,21.033,13.38,18.344
3675750827,106.29,0.598,0.083,0.962,0.805,0.081,2.43,0.192,3.986,3.706,0.174,8.632,7.177,11.658,5.8,7.125,16.815,17.68,21.972,12.767,17.652
3675750828,106.157,0.543,0.084,0.97,0.798,0.081,2.234,0.18,4.183,3.159,0.171,8.811,7.789,11.308,5.683,7.833,16.208,20.139,20.537,12.768,19.847
3675750829,106.766,0.503,0.082,0.972,0.797,0.08,1.955,0.174,3.746,3.152,0.173,9.096,6.208,11.546,5.804,6.195,16.081,16.352,20.777,13.119,15.348
3675750830,106.265,0.52,0.084,0.993,0.791,0.082,2.017,0.174,3.769,3.171,0.177,8.884,7.984,11.957,6.028,8.193,16.188,18.895,21.196,14.034,17.696
3675750831,106.844,0.927,0.082,1.049,0.911,0.082,4.61,0.18,4.215,4.167,0.167,8.753,6.948,12.041,6.023,7.781,19.694,17.689,21.799,15.504,17.804
3675750832,106.908,0.617,0.083,1.002,0.818,0.08,2.618,0.197,4.328,3.167,0.169,8.512,8.584,12.252,6.029,8.185,16.275,19.589,21.514,14.564,18.663
3675750833,106.125,0.766,0.082,1.013,0.849,0.082,3.515,0.176,4.315,3.441,0.177,8.198,6.909,12.041,6.01,7.177,16.82,16.895,21.993,14.821,17.294
3675750834,107.226,0.729,0.083,1.031,0.847,0.08,4.337,0.179,3.914,3.517,0.173,8.671,8.086,12.006,6.131,7.865,18.347,18.717,21.996,15.183,18.535
3675750835,106.431,0.668,0.082,1.003,0.841,0.082,2.989,0.176,4.541,3.916,0.173,8.264,6.994,11.941,5.894,7.231,16.628,17.907,20.726,13.094,17.447
3675750836,105.975,0.642,0.083,1.033,0.839,0.08,2.962,0.177,4.249,3.008,0.175,8.379,7.991,11.635,5.842,7.602,16.261,19.96,20.216,13.226,17.947
3675750837,106.591,0.795,0.082,1.017,0.877,0.081,4.029,0.172,4.835,3.418,0.173,8.422,7.533,11.67,6.048,7,16.741,19.806,20.269,14.373,18.734
3675750838,106.336,0.574,0.083,0.98,0.812,0.08,2.625,0.187,4.429,3.409,0.173,8.333,7.85,11.694,5.873,7.589,15.34,18.614,22.071,13.842,19.509
3675750839,106.342,0.603,0.082,0.979,0.819,0.082,2.685,0.179,4.232,3.418,0.176,8.458,7.319,11.588,5.907,7.475,16.573,16.565,20.397,13.807,20.256
3675750840,106.217,0.583,0.084,1.009,0.818,0.08,2.588,0.184,4.072,3.449,0.176,8.714,8.753,11.513,5.713,7.511,16.514,21.596,20.514,12.574,16.802
3675750841,106.608,0.659,0.082,1.006,0.819,0.082,3.44,0.188,4.941,3.137,0.177,8.699,7.641,11.748,5.889,7.453,17.595,18.566,20.689,13.153,18.915
3675750842,106.914,0.884,0.084,1.033,0.898,0.081,4.29,0.188,4.422,4.199,0.18,8.633,7.73,11.895,6.048,7.848,16.856,19.226,20.815,14.456,19.466
3675750843,106.548,0.688,0.083,1.02,0.823,0.082,3.869,0.178,4.597,3.487,0.175,8.351,7.686,12.079,6.012,6.92,16.659,17.075,21.655,13.585,19.402
3675750844,106.026,0.658,0.083,0.988,0.817,0.08,3.603,0.176,3.658,3.715,0.179,8.249,8.25,12.093,5.986,8.749,16.004,21.19,22.08,14.102,18.277
3675750845,106.584,0.793,0.082,1.028,0.886,0.081,4.957,0.181,4.466,3.741,0.185,8.24,7.784,11.78,6.005,7.72,16.689,17.162,20.536,14.443,21.508
3675750846,106.303,0.666,0.084,0.992,0.828,0.081,2.635,0.172,3.88,3.549,0.179,8.346,7.934,11.71,5.905,8.317,17.492,19.141,21.198,15.659,18.581
3675750847,106.263,0.547,0.081,0.981,0.829,0.082,2.473,0.179,4.128,3.578,0.189,8.575,7.822,11.492,5.741,7.403,15.771,18.737,20.434,12.712,19.329
3675750848,106.799,0.511,0.083,0.97,0.772,0.081,1.942,0.172,4.057,3.286,0.177,9.095,8.271,11.385,5.742,8.352,16.521,19.687,20.421,12.826,18.498
3675750849,106.151,0.503,0.082,0.974,0.768,0.081,1.933,0.173,3.814,2.752,0.176,8.772,7.138,11.974,6.005,7.161,16.307,16.502,20.925,13.713,17.042
3675750850,106.038,0.514,0.084,0.965,0.807,0.081,2.106,0.183,4.39,3.282,0.174,9.021,7.959,11.826,5.963,8.245,15.913,19.464,20.713,14.178,18.681
3675750851,105.619,0.5,0.082,1.007,0.798,0.081,2.231,0.17,4.052,3.28,0.174,8.82,8.075,12.007,5.975,7.566,15.706,21.017,22.082,12.979,20.495
3675750852,105.711,0.506,0.083,0.946,0.789,0.081,2.108,0.176,4.591,3.233,0.179,8.783,7.105,11.989,5.951,7.455,16.484,17.198,21.286,12.838,19.705
3675750853,105.947,0.568,0.082,1.011,0.807,0.082,2.712,0.179,3.72,3.431,0.176,8.776,7.645,11.764,5.877,7.439,16.619,18.023,20.725,12.996,18.76
3675750854,106.234,0.72,0.083,1.044,0.842,0.081,3.95,0.183,4.217,3.211,0.171,8.561,6.925,11.504,5.938,7.59,18.542,19.174,22.058,15.166,19.967
3675750855,107.283,0.968,0.083,1.13,0.958,0.082,5.063,0.174,4.593,4.021,0.176,8.586,7.737,11.909,6.057,7.731,19.551,19.35,21.724,14.608,18.48
3675750856,106.02,0.692,0.082,0.988,0.82,0.081,4.072,0.175,4.041,3.774,0.173,8.174,7.286,12.039,5.999,7.445,15.873,18.875,21.735,13.905,20.148
3675750857,106.692,0.803,0.083,1.01,0.878,0.082,5.346,0.171,4.298,3.952,0.174,8.307,8.404,11.813,5.882,7.683,17.518,21.053,21.233,13.87,20.33
3675750858,106.109,0.606,0.082,0.968,0.812,0.081,2.298,0.169,4.012,3.453,0.177,8.397,7.166,11.523,5.746,7.303,16.184,18.294,20.236,12.317,17.078
3675750859,106.519,0.631,0.083,0.991,0.839,0.082,3.002,0.173,4.141,3.039,0.17,8.581,8.424,11.368,5.704,7.373,16.496,19.567,20.804,12.431,19.238
3675750860,106.122,0.558,0.082,0.953,0.801,0.081,2.221,0.174,3.677,3.354,0.179,8.848,6.99,11.42,5.791,8.057,17.112,16.444,19.741,13.08,19.628
3675750861,106.238,0.505,0.083,0.944,0.796,0.081,1.909,0.171,3.904,3.499,0.172,8.963,8.08,11.583,5.832,7.973,16.046,17.139,19.787,12.37,19.789
3675750862,106.066,0.512,0.082,0.96,0.794,0.081,2.093,0.178,4.862,3.453,0.182,8.961,7.025,11.92,6.024,7.645,16.804,18.696,20.724,13.858,17.155
3675750863,105.58,0.507,0.082,0.974,0.785,0.082,1.932,0.174,3.934,3.231,0.182,8.863,8.398,11.944,5.901,8.517,16.147,18.712,20.336,12.811,20.876
3675750864,106.148,0.508,0.082,0.978,0.804,0.081,2.097,0.177,4.451,3.587,0.177,8.972,7.549,11.871,5.927,7.514,16.149,17.411,20.784,13.519,19.273
3675750865,106.106,0.514,0.083,0.96,0.782,0.081,2.009,0.175,4.056,3.402,0.178,9.053,8.284,11.896,5.947,8.037,16.432,19.062,21.11,12.939,19.822
3675750866,105.84,0.509,0.084,0.958,0.805,0.081,2.085,0.176,3.915,3.241,0.174,8.931,7.461,12.027,6.03,6.991,17.122,18.588,20.954,13.798,18.344
3675750867,106.054,0.51,0.083,0.976,0.792,0.082,1.936,0.174,4.114,3.031,0.181,8.842,8.301,12.02,5.922,7.683,17.823,18.612,21.547,13.073,18.703
3675750868,105.962,0.506,0.083,0.96,0.789,0.081,2.06,0.173,3.975,3.057,0.18,8.818,7.123,11.912,5.909,7.177,16.165,19.199,21.718,12.991,18.082
3675750869,105.931,0.517,0.082,0.949,0.824,0.081,2.051,0.21,3.765,3.765,0.177,8.629,8.187,11.958,6.196,7.874,16.489,18.319,21.615,16.161,18.249
3675750870,106.083,0.498,0.082,0.965,0.784,0.08,1.922,0.176,3.952,3.255,0.171,8.567,7.626,11.851,5.83,6.672,15.411,18.458,20.76,12.128,16.6
3675750871,105.694,0.49,0.082,0.966,0.813,0.082,2.186,0.176,4.261,3.412,0.175,8.353,8.318,11.905,5.955,8.021,14.887,20.474,20.914,13.336,17.612
3675750872,105.784,0.487,0.083,0.957,0.797,0.081,1.968,0.172,3.746,3.612,0.168,8.368,7.036,11.887,5.901,6.503,15.068,17.621,22.102,12.861,16.267
3675750873,105.94,0.488,0.082,0.957,0.79,0.081,1.768,0.175,3.767,3.431,0.17,8.463,8.276,11.907,5.906,8.416,16.217,19.215,20.907,12.39,20.404
3675750874,105.684,0.489,0.083,1.012,0.812,0.082,2.016,0.205,4.131,3.523,0.171,8.399,7.287,11.875,5.931,6.928,15.063,17.945,21.201,12.851,18.601
3675750875,105.778,0.485,0.082,0.994,0.808,0.081,2.012,0.172,4.343,3.095,0.185,8.428,7.608,11.895,6.052,7.771,15.086,18.676,21.281,13.143,19.177
3675750876,105.721,0.491,0.083,0.983,0.826,0.081,1.884,0.178,3.538,3.943,0.179,8.475,7.819,11.827,5.94,7.177,15.135,19.116,21.443,13.131,17.233
3675750877,105.602,0.489,0.082,0.973,0.816,0.081,2.02,0.178,4.242,3.338,0.183,8.383,8.163,12.026,5.964,8.048,16.695,19.04,22.108,13.575,19.255
3675750878,105.931,0.503,0.083,0.986,0.809,0.082,1.885,0.173,4.063,3.372,0.176,8.729,7.325,11.852,5.965,7.195,15.7,19.312,21.117,13.85,18.991
3675750879,106.298,0.497,0.082,0.977,0.788,0.08,1.808,0.173,4.093,3.061,0.182,8.666,8.253,11.873,5.879,8.152,16.87,21.298,20.653,13.855,21.055
3675750880,105.852,0.491,0.083,0.975,0.819,0.082,2.026,0.173,3.947,3.689,0.181,8.569,8.239,11.968,6.067,8.032,15.34,19.904,21.264,14.891,19.993
3675750881,105.899,0.5,0.082,0.942,0.828,0.081,1.958,0.175,4.048,3.472,0.18,8.686,7.284,11.958,6.098,7.139,15.669,19.198,21.36,15.562,19.233
3675750882,105.829,0.499,0.083,0.964,0.808,0.081,2.179,0.227,3.852,3.286,0.171,8.689,7.183,11.905,5.979,6.872,15.341,20.892,20.598,14.459,18.333
3675750883,106.075,0.505,0.082,0.973,0.8,0.081,2.158,0.177,3.838,3.341,0.178,8.637,7.881,11.939,6.153,7.961,16.109,19.653,21.861,15.054,17.64
3675750884,106.092,0.509,0.082,0.976,0.778,0.081,1.953,0.172,4.337,3.468,0.171,8.79,6.962,11.935,5.909,7.067,15.795,17.52,21.136,12.961,18.233
3675750885,106.05,0.505,0.082,0.981,0.799,0.08,2.356,0.176,4.171,3.357,0.182,8.853,8.175,11.875,5.945,8.18,16.359,19.261,20.931,13.342,20.049
3675750886,105.87,0.506,0.084,1.021,0.832,0.082,1.838,0.221,4.137,4.226,0.173,8.714,7.55,11.917,5.885,6.564,15.905,18.667,21.933,12.69,18.13
3675750887,106.218,0.503,0.082,0.972,0.816,0.081,1.972,0.171,3.894,3.377,0.179,8.807,7.858,12.009,5.921,7.999,15.717,18.818,20.623,13.204,18.817
3675750888,105.974,0.504,0.082,0.968,0.764,0.081,1.858,0.17,4.35,3.455,0.171,8.919,7.011,11.701,5.832,7.262,16.661,16.857,20.975,12.155,17.12
3675750889,105.832,0.5,0.084,0.971,0.788,0.081,2.006,0.178,4.048,3.329,0.173,8.809,8.677,11.912,5.886,8.209,15.627,19.952,20.41,12.294,19.76
3675750890,105.866,0.504,0.082,0.961,0.786,0.082,2.053,0.179,4.165,3.089,0.184,8.781,7.153,11.94,5.975,8.12,16.169,16.538,20.467,13.447,21.968
3675750891,105.723,0.497,0.084,0.973,0.797,0.08,1.94,0.179,4.258,3.032,0.174,8.81,8.929,12.041,5.994,7.503,15.701,20.886,21.939,12.81,19.401
3675750892,106.208,0.515,0.082,0.98,0.807,0.081,1.91,0.181,4.634,3.33,0.167,9.016,7.862,11.857,6.054,6.257,16.008,20.284,21.804,15.569,16.659
3675750893,106.072,0.529,0.083,0.996,0.809,0.081,2.186,0.173,4.067,3.597,0.177,9.015,7.535,11.807,5.982,8.167,15.913,17.54,21.362,14.601,19.042
3675750894,106.052,0.499,0.082,0.975,0.789,0.081,1.964,0.17,4.544,3.25,0.173,8.816,7.133,11.94,6.055,7.271,16.503,18.031,21.259,13.659,19.373
3675750895,106.14,0.493,0.083,0.963,0.798,0.081,1.971,0.189,3.878,3.426,0.175,8.761,7.871,12.096,6.1,7.421,15.683,19.175,20.814,13.851,18.313
3675750896,105.881,0.506,0.082,0.978,0.796,0.082,1.896,0.174,3.74,3.437,0.185,8.837,7.306,11.84,5.913,8.389,15.964,19.535,21.002,14.17,20.249
3675750897,105.983,0.502,0.083,0.982,0.808,0.08,1.958,0.173,3.866,3.258,0.174,8.764,8.337,12.097,6.008,7.402,16.279,18.398,21.439,13.18,18.549
3675750898,106.141,0.499,0.082,1.017,0.81,0.082,1.874,0.178,5.344,3.549,0.175,8.756,7.843,11.898,5.888,8.223,16.264,21.543,20.915,12.81,19.655
3675750899,105.781,0.497,0.084,0.957,0.816,0.081,2.026,0.208,4.123,3.828,0.172,8.49,8.312,12.034,5.912,8.283,15.65,19.029,20.926,12.197,20.104
3675750900,105.882,0.507,0.082,0.975,0.783,0.082,1.859,0.256,3.667,3.211,0.174,8.857,7.287,11.92,5.892,8.016,16.987,19.345,20.672,12.93,18.177
3675750901,105.958,0.488,0.084,0.984,0.797,0.081,1.956,0.175,4.051,3.618,0.176,8.525,7.847,12.064,5.949,7.451,15.021,18.724,21.595,12.766,20.363
3675750902,106.001,0.502,0.082,0.993,0.791,0.082,1.988,0.172,3.822,3.502,0.179,8.744,7.203,11.943,5.918,7.703,15.766,15.77,21.643,12.6,19.774
3675750903,105.752,0.505,0.083,0.957,0.796,0.081,2.231,0.174,3.563,3.403,0.176,8.63,8.282,11.924,5.995,7.897,15.839,19.626,21.273,13.431,18.134
3675750904,105.548,0.503,0.082,0.944,0.789,0.082,1.767,0.172,3.682,3.53,0.179,8.583,7.087,11.894,5.87,8.403,15.025,17.221,21.439,13.161,20.191
3675750905,105.912,0.493,0.084,0.983,0.81,0.081,1.952,0.188,4.057,3.308,0.173,8.661,7.469,11.99,6.044,6.703,14.905,18.968,20.945,14.743,17.753
3675750906,106.042,0.499,0.082,0.959,0.804,0.082,1.996,0.173,3.592,3.127,0.176,8.671,7.904,11.924,5.933,7.499,16.827,20.92,21.459,13.741,18.345
3675750907,105.819,0.501,0.083,0.963,0.804,0.081,2.095,0.185,3.654,3.772,0.179,8.712,7.747,11.94,5.931,7.796,15.536,17.778,20.723,13.784,18.23
3675750908,105.842,0.494,0.081,0.945,0.797,0.082,1.874,0.22,3.962,3.341,0.183,8.481,8.012,11.867,5.816,8.423,14.71,17.584,20.992,12.369,20.679
3675750909,105.882,0.498,0.084,0.962,0.824,0.081,2.042,0.178,3.975,3.095,0.173,8.688,8.014,11.997,5.988,6.666,15.71,19.137,21.531,13.544,17.12
3675750910,105.656,0.505,0.084,0.969,0.79,0.082,2.079,0.186,4.697,3.282,0.181,8.598,7.668,12.075,6.002,8.008,15.057,17.424,21.951,12.618,19.496
3675750911,105.726,0.505,0.083,0.975,0.804,0.08,2.035,0.212,3.808,3.239,0.173,8.753,8.179,11.845,6.108,6.541,15.893,20.692,20.887,13.417,15.481
3675750912,105.951,0.5,0.082,0.962,0.781,0.082,1.871,0.176,3.625,3.072,0.171,8.793,7.629,11.898,5.907,7.293,15.844,20.787,20.864,12.617,16.956
3675750913,106.03,0.498,0.084,0.939,0.782,0.081,2.015,0.189,4.003,2.987,0.176,8.751,8.12,11.996,5.916,7.323,15.627,20.467,20.696,13.515,18.812
3675750914,105.888,0.509,0.082,0.937,0.807,0.082,2.133,0.182,3.773,3.179,0.174,8.732,7.844,11.946,5.961,8.437,16.017,17.675,20.736,13.297,19.034
3675750915,105.612,0.498,0.083,0.986,0.802,0.081,1.907,0.176,3.7,3.239,0.185,8.764,7.427,11.934,5.892,7.309,16.304,19.676,20.521,12.826,16.949
3675750916,105.993,0.516,0.081,1.007,0.817,0.082,2.149,0.179,3.954,3.082,0.179,8.782,7.551,11.929,5.962,8.056,16.435,17.112,21.367,13.928,18.262
3675750917,106.005,0.603,0.083,0.985,0.817,0.081,2.715,0.168,4.034,3.295,0.175,8.731,7.077,11.736,5.941,7.984,16.564,17.467,21.502,13.683,19.816
3675750918,107.239,0.936,0.082,1.08,0.904,0.081,4.854,0.172,4.128,4.059,0.175,8.89,8.007,11.827,5.943,7.947,19.881,18.47,21.395,13.195,18.95
3675750919,106.13,0.647,0.083,1.021,0.846,0.082,2.962,0.184,3.759,3.513,0.18,8.346,7.64,11.999,6.018,7.816,16.175,18.932,21.168,13.935,21.476
3675750920,106.736,0.888,0.083,1.058,0.897,0.081,3.983,0.183,4.337,4.133,0.179,8.62,8.125,11.833,5.931,8.258,18.775,20.893,21.116,14.105,17.545
3675750921,105.9,0.547,0.082,0.984,0.808,0.081,2.362,0.178,4.564,3.177,0.179,8.299,7.796,12.012,5.932,7.56,15.77,20.88,21.853,12.939,18.734
3675750922,106.174,0.541,0.083,0.961,0.817,0.08,2.735,0.172,3.802,3.577,0.173,8.807,7.786,11.574,6.069,7.936,16.14,18.192,21.584,15.528,18.638
3675750923,106.391,0.516,0.083,0.944,0.808,0.082,1.944,0.174,3.712,3.018,0.17,9.015,7.045,11.518,5.732,7.862,17.364,18.842,21.608,12.782,20.382
3675750924,106.532,0.505,0.083,0.985,0.79,0.081,1.99,0.181,4.013,3.808,0.171,9.295,7.177,11.704,5.897,8.192,17.001,18.464,21.172,12.67,20.302
3675750925,106.355,0.503,0.083,0.951,0.767,0.082,1.9,0.178,4.151,3.07,0.171,9.131,7.733,11.812,5.894,7.727,16.19,20.597,20.65,12.88,19.926
3675750926,106.246,0.505,0.083,1.031,0.792,0.08,1.849,0.172,3.879,3.473,0.174,9.165,8.054,11.874,6.019,7.457,16.629,20.777,20.87,14.475,18.588
3675750927,106.157,0.522,0.082,0.933,0.782,0.081,2.049,0.171,3.893,3.066,0.181,9.328,7.037,11.685,5.85,6.836,18.008,18.656,19.879,12.669,17.7
3675750928,106.392,0.508,0.082,0.942,0.802,0.08,1.857,0.171,3.535,3.32,0.171,9.259,7.975,11.773,5.88,8.045,16.134,21.83,20.841,12.383,20.295
3675750929,105.943,0.51,0.084,0.96,0.797,0.082,1.925,0.177,4.091,3.408,0.174,9.081,7.94,11.948,5.981,7.386,16.053,18.358,22.277,14.39,17.934
3675750930,106.391,0.511,0.082,0.978,0.797,0.08,2.051,0.175,3.955,3.031,0.181,9.282,8.3,11.783,6.026,8.065,16.909,21.262,22.078,14.66,20.48
3675750931,106.567,0.86,0.084,1.042,0.869,0.082,4.792,0.177,4.737,3.981,0.168,8.969,7.428,11.825,5.934,7.363,17.738,19.421,21.563,13.92,19.25
3675750932,106.866,0.723,0.083,1.011,0.848,0.081,4.144,0.178,3.956,4.184,0.176,8.811,7.852,12.207,6.195,7.689,18.018,19.052,20.958,15.069,19.224
3675750933,106.417,0.837,0.083,1.026,0.858,0.081,4.926,0.175,3.903,3.88,0.18,8.305,7.73,12.142,6.004,7.833,17.467,18.409,21.086,14.294,19.571
3675750934,107.001,0.722,0.082,0.99,0.854,0.081,4.746,0.177,4.33,3.801,0.176,8.934,8.48,12.029,6.212,8.035,18.605,20.714,21.612,14.868,21.235
3675750935,105.955,0.645,0.084,1.034,0.839,0.081,4.302,0.173,4.302,3.481,0.172,8.186,7.729,11.904,5.909,7.214,16.473,20.419,20.738,14.546,19.269
3675750936,106.904,0.817,0.082,1.004,0.911,0.081,4.763,0.184,5.025,4.239,0.174,8.561,7.978,11.935,6.247,7.949,17.774,19.438,21.876,16.038,18.691
3675750937,106.282,0.609,0.083,0.993,0.84,0.081,2.812,0.181,3.807,3.341,0.174,8.29,7.392,11.972,5.993,7.523,16.068,18.217,20.674,13.714,18.032
3675750938,106.108,0.613,0.082,1.002,0.832,0.081,2.583,0.176,3.935,3.572,0.169,8.456,7.766,11.797,5.888,7.88,16.406,18.376,21.045,13.034,19.953
3675750939,106.483,0.705,0.083,0.981,0.811,0.081,3.956,0.174,4.066,3.956,0.169,8.581,6.992,11.671,5.905,7.247,17.703,16.785,20.424,14.25,18.31
3675750940,106.211,0.51,0.082,0.98,0.803,0.081,1.885,0.178,3.811,3.331,0.18,8.861,7.599,11.584,5.76,8.054,17.165,17.834,20.761,12.92,18.502
3675750941,106.822,0.5,0.084,0.955,0.791,0.082,2.028,0.175,3.901,3.667,0.17,9.117,7.095,11.442,5.814,7.934,16.719,17.554,20.034,13.438,19.439
3675750942,106.423,0.508,0.082,0.958,0.787,0.081,2.21,0.181,4.172,3.831,0.173,8.797,8.036,11.858,5.844,7.391,15.708,17.851,21.044,13.275,18.485
3675750943,106.258,0.502,0.082,0.943,0.79,0.082,1.881,0.17,4.497,3.617,0.173,8.922,7.063,11.742,5.807,7.713,16.401,18.103,20.469,12.721,20.286
3675750944,106.56,0.498,0.083,0.957,0.799,0.08,1.96,0.175,3.537,3.834,0.168,9.175,7.959,11.58,5.846,7.499,17.164,19.115,19.896,13.449,18.705
3675750945,106.773,0.51,0.083,0.972,0.801,0.082,2.118,0.169,3.661,3.292,0.173,9.091,7.585,11.64,5.857,7.497,16.267,18.689,20.124,13.728,17.83
3675750946,106.6,0.505,0.083,0.979,0.794,0.081,1.894,0.175,4.277,3.319,0.171,9.15,8.632,11.629,5.901,7.211,16.448,20.573,20.09,13.885,15.99
3675750947,106.376,0.5,0.084,0.954,0.802,0.082,1.999,0.179,4.101,3.51,0.172,8.948,7.469,11.558,5.77,7.791,16.522,19.039,20.146,12.79,18.233
3675750948,106.192,0.5,0.083,0.952,0.827,0.081,1.78,0.179,4.048,3.75,0.177,8.87,7.681,11.773,5.895,7.898,15.907,18.463,21.117,12.394,19.028
3675750949,106.481,0.503,0.082,0.949,0.808,0.082,2.051,0.186,3.967,3.427,0.181,9.08,7.252,11.71,5.843,8.497,17.373,18.78,20.38,12.765,20.324
3675750950,106.502,0.5,0.082,0.979,0.82,0.081,1.924,0.186,4.175,3.381,0.182,9.133,7.923,11.575,5.802,7.589,16.555,18.674,19.86,12.846,17.509
3675750951,106.42,0.497,0.083,0.962,0.796,0.082,1.881,0.176,4.159,3.184,0.177,9.149,7.394,11.638,5.933,7.962,17.012,19.071,20.203,13.541,19.826
3675750952,106.805,0.506,0.082,0.949,0.791,0.08,2.044,0.183,3.819,3.197,0.188,9.061,7.97,11.624,5.785,7.38,16.715,19.114,20.632,12.657,17.776
3675750953,106.32,0.502,0.082,0.924,0.772,0.082,1.853,0.171,4.044,2.988,0.172,9.028,7.245,11.54,5.773,8.116,16.09,21.153,20.547,13.809,18.784
3675750954,106.688,0.504,0.083,0.962,0.808,0.081,2.088,0.189,3.836,3.422,0.165,9.252,7.596,11.573,5.755,6.814,15.943,16.869,20.938,12.227,19.844
3675750955,106.663,0.501,0.082,1.005,0.78,0.081,1.995,0.177,3.845,3.583,0.178,9.018,7.313,11.583,5.797,8.142,16.892,17.184,20.005,12.786,20.144
3675750956,106.452,0.509,0.084,0.981,0.807,0.08,2,0.182,4.095,3.042,0.172,8.984,8.312,11.514,5.744,6.843,15.844,19.042,20.216,12.173,18.707
3675750957,106.615,0.509,0.082,0.972,0.797,0.081,1.957,0.187,3.922,3.181,0.174,9.234,6.848,11.464,5.749,7.415,17.072,19.641,19.854,12.014,16.563
3675750958,106.56,0.502,0.083,0.984,0.807,0.08,1.782,0.181,3.905,3.237,0.182,9.11,8.242,11.554,5.752,7.418,17.26,20.013,20.248,12.145,18.23
3675750959,106.859,0.503,0.083,0.955,0.795,0.081,1.9,0.179,4.466,3.108,0.173,9.19,6.992,11.522,5.917,7.905,16.54,16.436,20.339,13.131,18.745
3675750960,106.66,0.51,0.083,0.987,0.788,0.081,1.842,0.182,4.358,3.098,0.175,9.098,8.214,11.537,5.757,6.324,16.066,19.733,19.97,13.305,17.023
3675750961,106.685,0.502,0.082,0.966,0.818,0.081,1.885,0.18,3.789,3.671,0.182,8.798,7.216,11.546,5.872,8.352,16.383,17.139,20.33,14.012,18.808
