Time,Mic,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA
s,Run LEQ,g RMS,g RMS,g RMS,g RMS, g RMS,g Peak,g Peak,g Peak,g Peak, g Peak,mm/s RMS,mm/s RMS,mm/s RMS,mm/s RMS, mm/s RMS,mm/s Peak,mm/s Peak,mm/s Peak,mm/s Peak, mm/s Peak
3675748366,106.509,0.503,0.083,0.956,0.802,0.081,1.792,0.186,4.197,3.164,0.177,8.99,8.333,11.709,5.873,8.28,16.87,21.107,20.336,13.39,21.029
3675748367,106.645,0.517,0.082,1.005,0.794,0.08,2.061,0.197,4.111,3.682,0.171,9.005,8.104,11.745,5.84,7.755,16.348,18.795,20.822,12.533,18.261
3675748368,106.66,0.519,0.083,0.963,0.808,0.082,1.97,0.181,5.263,3.147,0.177,9.068,7.575,11.64,5.805,7.72,17.521,18.638,20.165,14.512,18.43
3675748369,106.775,0.514,0.082,0.959,0.819,0.081,1.973,0.175,3.781,3.407,0.18,9.17,7.288,11.526,5.928,7.196,16.751,18.303,20.066,14.197,17.552
3675748370,106.54,0.515,0.084,0.972,0.797,0.082,1.81,0.183,3.789,3.677,0.176,9.041,7.938,11.66,5.773,7.939,16.937,18.958,20.449,12.572,19.494
3675748371,106.404,0.509,0.082,0.957,0.795,0.08,2.057,0.182,3.887,3.144,0.175,9.007,7.308,11.688,5.87,7.372,16.17,17.268,20.242,14.346,18.856
3675748372,106.585,0.515,0.084,0.984,0.797,0.081,1.966,0.176,3.781,4.178,0.172,9.108,7.069,11.672,5.833,7.301,16.863,19.217,20.013,12.542,16.327
3675748373,106.701,0.515,0.082,1.01,0.814,0.081,1.912,0.181,4.489,3.287,0.174,9.148,7.686,11.752,6.086,7.301,16.445,18.937,20.64,16.344,17.615
3675748374,106.748,0.53,0.084,0.994,0.789,0.081,2.112,0.176,3.867,3.621,0.171,9.018,7.433,11.863,5.903,8.234,16.064,19.079,21.229,12.504,20.299
3675748375,106.745,0.556,0.082,0.948,0.793,0.08,2.875,0.189,3.816,3.114,0.174,8.915,7.842,11.761,5.836,6.885,16.677,19.142,21.023,12.982,18.749
3675748376,106.79,0.736,0.083,1.021,0.886,0.082,3.692,0.179,4.264,4.06,0.175,8.752,7.893,11.957,6.037,7.738,18.236,20.972,21.028,15.562,18.548
3675748377,106.702,0.693,0.083,1.019,0.881,0.081,4.145,0.178,4.072,3.74,0.172,8.555,7.918,12.161,6.122,7.078,17.551,18.643,21.553,13.825,20.001
3675748378,106.401,0.552,0.083,0.975,0.815,0.082,2.108,0.182,4.341,3.018,0.175,8.554,7.777,11.905,5.871,7.676,15.94,20.224,21.613,12.988,18.449
3675748379,106.602,0.595,0.082,1.022,0.841,0.081,2.53,0.177,4.318,3.372,0.179,8.741,7.98,11.766,6.031,7.385,17.702,21.07,20.3,15.595,17.094
3675748380,106.54,0.547,0.084,0.97,0.811,0.082,2.849,0.189,4.224,3.329,0.175,8.73,7.929,11.633,5.992,7.276,16.593,20.595,20.52,13.735,18.481
3675748381,106.783,0.518,0.084,0.967,0.799,0.081,1.978,0.175,4.018,3.171,0.17,9.199,8.188,11.522,5.785,7.198,16.703,19.094,20.592,14.015,18.891
3675748382,107.039,0.521,0.083,0.982,0.828,0.081,2.1,0.174,4.092,3.708,0.178,9.189,7.765,11.547,5.828,7.622,16.569,19.819,20.736,13.011,18.685
3675748383,106.528,0.502,0.082,0.99,0.791,0.082,1.892,0.2,3.926,3.063,0.181,8.956,7.525,11.778,5.853,7.73,16.469,18.194,20.851,13.419,20.089
3675748384,106.732,0.523,0.083,0.986,0.784,0.081,1.947,0.18,3.601,3.147,0.175,9.148,7.384,11.706,5.809,8.387,16.648,19.042,20.428,12.853,19.28
3675748385,106.758,0.518,0.083,0.947,0.801,0.082,2.053,0.219,4.035,3.42,0.173,9.24,8.083,11.627,5.856,7.061,16.639,19.062,19.541,13.241,18.425
3675748386,106.814,0.516,0.083,0.962,0.789,0.081,1.792,0.17,4.214,3.236,0.173,9.2,6.908,11.78,5.891,7.425,15.847,17.969,20.588,13.764,17.37
3675748387,106.668,0.502,0.082,0.967,0.789,0.082,1.842,0.224,4.804,3.271,0.171,9.198,7.554,11.813,5.885,7.126,16.203,17.176,20.49,13.488,17.869
3675748388,106.799,0.523,0.083,0.94,0.782,0.081,2.018,0.175,4.045,3.149,0.174,9.249,7.476,11.713,5.87,8.065,16.728,20.717,20.769,14.103,17.936
3675748389,106.822,0.534,0.083,0.96,0.811,0.081,2.181,0.175,3.522,3.281,0.174,9.241,7.622,11.658,6.048,7.81,16.21,19.286,20.77,15.277,20.2
3675748390,107.064,0.519,0.084,1.003,0.781,0.08,1.946,0.181,4.298,3.456,0.165,9.437,7.604,11.539,5.822,7.761,16.596,19.277,19.914,13.256,18.582
3675748391,106.837,0.531,0.081,1.017,0.828,0.081,2.199,0.175,3.856,3.345,0.178,9.165,7.981,11.649,5.973,7.31,17.573,19.459,20.327,13.741,17.526
3675748392,106.406,0.561,0.083,0.972,0.806,0.08,2.386,0.176,3.797,3.319,0.175,8.833,7.638,11.823,5.865,8.168,16.545,20.909,20.551,12.599,19.582
3675748393,106.527,0.637,0.082,1.009,0.833,0.082,2.756,0.182,4.095,3.633,0.171,8.73,8.167,11.867,5.929,7.251,16.685,21.381,20.768,14.085,18.256
3675748394,106.445,0.737,0.083,1.032,0.877,0.081,5.349,0.18,4.924,3.702,0.17,8.536,7.584,12.111,6.208,8.165,18.352,19.469,20.855,14.961,19.964
3675748395,106.421,0.564,0.082,1,0.806,0.081,2.259,0.169,3.858,3.642,0.172,8.47,7.716,12.091,5.977,6.888,16.581,18.103,20.862,13.448,17.583
3675748396,106.426,0.513,0.084,0.97,0.837,0.081,2.058,0.188,3.84,3.238,0.177,9.125,7.365,11.507,5.838,8.163,15.893,18.068,20.111,14.817,17.73
3675748397,106.783,0.51,0.083,0.992,0.824,0.082,1.876,0.177,4.084,3.396,0.179,9.175,7.611,11.623,6.116,7.861,16.405,19.612,21.537,16.176,18.518
3675748398,106.557,0.508,0.082,0.991,0.818,0.081,1.881,0.182,4.214,3.488,0.172,8.976,6.868,11.883,6.14,7.949,17.223,17.085,20.606,14.285,18.985
3675748399,106.505,0.509,0.082,0.933,0.783,0.081,1.924,0.168,3.626,3.389,0.178,9.148,7.922,11.716,5.857,7.423,16.418,19.256,21.022,12.924,19.114
3675748400,106.598,0.518,0.082,0.996,0.797,0.081,1.929,0.179,4.429,2.91,0.171,9.24,7.724,11.56,5.798,7.305,16.877,20.656,20.862,12.551,17.078
3675748401,106.593,0.505,0.083,0.988,0.816,0.081,2.027,0.171,3.772,3.459,0.176,9.11,8.088,11.678,5.802,6.66,15.957,19.983,20.615,12.646,17.81
3675748402,106.755,0.509,0.083,0.98,0.813,0.081,1.943,0.17,4.303,3.629,0.176,9.264,7.341,11.71,5.836,8.397,16.676,18.508,21.271,11.666,20.732
3675748403,106.536,0.513,0.082,0.969,0.816,0.082,1.849,0.179,3.866,3.385,0.169,9.162,7.496,11.705,5.982,7.488,15.88,18.734,20.354,13.291,17.18
3675748404,106.647,0.511,0.083,0.944,0.826,0.081,1.883,0.177,3.727,3.485,0.175,9.098,7.562,11.8,5.817,7.679,17.245,18.452,20.317,12.442,18.178
3675748405,106.53,0.505,0.082,0.97,0.8,0.082,1.837,0.173,4.211,3.357,0.175,9.116,7.861,11.734,5.856,8.01,16.244,16.643,20.647,12.72,19.224
3675748406,106.863,0.513,0.083,0.995,0.81,0.081,1.849,0.172,3.848,3.551,0.177,9.18,7.567,11.67,5.87,7.504,16.666,19.88,22.177,13.947,17.646
3675748407,106.516,0.508,0.083,0.971,0.815,0.082,1.883,0.176,4.194,3.86,0.175,9.119,7.718,11.706,5.855,8.553,16.755,19.414,20.307,13.043,20.442
3675748408,106.597,0.506,0.083,0.999,0.822,0.081,1.755,0.176,4.221,3.271,0.171,9.122,8.031,11.659,5.794,6.383,16.236,20.598,20.332,13.875,16.136
3675748409,106.68,0.512,0.082,0.947,0.816,0.082,1.823,0.177,3.658,3.606,0.171,9.262,7.796,11.667,5.807,7.967,16.37,18.704,20.025,12.797,18.806
3675748410,106.857,0.508,0.083,0.964,0.796,0.081,1.94,0.175,4.058,3.146,0.18,9.137,6.674,11.659,5.814,7.682,16.385,16.57,20.895,13.681,18.327
3675748411,106.729,0.512,0.083,0.962,0.804,0.082,1.996,0.171,3.48,3.471,0.172,9.179,8.292,11.71,5.994,7.781,16.61,18.592,20.626,14.972,20.906
3675748412,106.375,0.513,0.082,0.964,0.833,0.081,2.002,0.172,3.605,3.53,0.171,8.839,6.551,11.847,5.892,8.633,15.48,18.574,21.292,13.53,22.679
3675748413,106.383,0.546,0.083,0.978,0.827,0.082,2.222,0.183,3.751,3.693,0.179,8.985,7.972,11.752,6.116,7.979,16.718,19.342,21.146,14.635,18.108
3675748414,106.68,0.585,0.082,1.001,0.821,0.08,2.82,0.178,3.894,3.952,0.175,8.789,7.652,11.728,5.967,8.112,16.717,20.672,21.791,15.509,21.865
3675748415,106.383,0.571,0.083,1.007,0.842,0.081,2.604,0.189,4.104,3.777,0.177,8.646,8.367,11.781,6.049,7.643,15.996,20.188,21.378,14.643,19.676
3675748416,106.297,0.516,0.082,0.974,0.821,0.08,1.954,0.176,3.785,3.729,0.175,8.723,6.273,11.771,5.958,6.691,16.567,14.661,20.704,14.18,15.516
3675748417,106.47,0.509,0.084,0.974,0.798,0.082,2.191,0.18,3.909,3.758,0.174,8.968,8.308,11.565,5.743,7.893,16.338,19.072,20.029,12.893,18.942
3675748418,106.723,0.499,0.082,0.953,0.806,0.081,2.626,0.18,4.11,3.173,0.175,9.026,7.552,11.591,5.773,7.532,17.081,20.004,20.874,12.704,19.968
3675748419,106.71,0.503,0.083,0.936,0.775,0.081,2.152,0.182,3.547,3.291,0.178,8.956,8.24,11.719,5.773,8.213,16.465,18.846,20.442,12.9,18.672
3675748420,106.593,0.511,0.082,0.949,0.822,0.081,1.96,0.176,4.292,3.136,0.175,9.028,6.998,11.684,5.845,6.927,16.543,16.829,20.285,12.651,17.324
3675748421,106.841,0.505,0.084,0.991,0.805,0.082,1.888,0.179,4.126,3.665,0.18,9.172,7.865,11.707,5.886,8.174,16.508,17.612,20.663,13.958,18.311
3675748422,106.56,0.505,0.083,0.947,0.823,0.081,1.693,0.176,3.646,3.473,0.171,9.066,7.72,11.64,5.78,7.389,16.824,17.247,20.337,12.486,17.935
3675748423,106.587,0.514,0.083,0.942,0.796,0.082,2.272,0.179,4.13,3.182,0.175,9.244,7.825,11.588,5.792,8.789,16.618,20.878,20.444,13.456,20.045
3675748424,106.7,0.505,0.082,1.018,0.818,0.082,1.969,0.17,4.451,3.448,0.183,9.086,7.7,11.696,5.816,7.312,16.801,20.061,19.899,12.905,19.316
3675748425,106.611,0.506,0.085,0.958,0.789,0.082,1.935,0.183,4.165,3.656,0.169,9.233,8.174,11.637,5.82,7.877,16.922,19.698,20.267,13.675,20.681
3675748426,106.839,0.505,0.083,1.001,0.812,0.081,1.879,0.175,3.53,3.55,0.169,9.317,7.28,11.596,5.784,7.37,16.654,16.89,19.736,12.988,18.808
3675748427,106.521,0.5,0.083,0.962,0.81,0.081,1.948,0.176,3.642,3.306,0.179,9.102,8.323,11.64,5.819,7.905,16.649,20.527,20.649,12.66,18.665
3675748428,106.769,0.497,0.082,0.996,0.841,0.082,1.902,0.177,3.863,3.485,0.175,9.053,7.632,11.626,5.841,6.997,16.342,17.53,21.277,13.268,20.252
3675748429,106.786,0.499,0.084,0.997,0.815,0.081,1.807,0.179,4.178,3.495,0.172,9.26,7.397,11.549,5.76,8.54,17.262,18.611,21.297,12.416,20.213
3675748430,107.069,0.506,0.082,0.963,0.829,0.082,1.985,0.174,4.03,3.765,0.182,9.335,7.359,11.625,5.793,7.379,16.64,17.737,20.744,12.056,17.717
3675748431,106.883,0.516,0.083,0.943,0.79,0.08,1.819,0.181,4.119,3.314,0.173,9.259,7.433,11.55,5.756,7.861,16.757,18.085,20.076,12.843,18.152
3675748432,106.969,0.506,0.082,0.982,0.814,0.082,1.889,0.179,4.087,3.992,0.178,9.375,7.653,11.511,5.81,7.713,16.798,19.465,21.052,12.835,19.397
3675748433,107.142,0.504,0.083,0.994,0.803,0.08,1.916,0.17,3.692,3.428,0.176,9.424,7.969,11.532,5.942,7.593,17.946,19.453,20.322,13.862,19.454
3675748434,106.625,0.508,0.082,1.003,0.785,0.081,1.802,0.18,3.957,3.144,0.174,9.27,7.352,11.63,5.858,7.549,16.305,16.701,20.633,13.491,21.408
3675748435,106.576,0.51,0.085,0.997,0.818,0.081,1.891,0.174,3.811,3.605,0.171,9.263,8.286,11.796,5.924,7.823,16.545,20.569,19.934,14.088,17.285
3675748436,107.002,0.506,0.082,1.009,0.805,0.083,1.915,0.178,4.268,3.447,0.176,9.495,7.639,11.589,5.852,7.375,16.662,19.241,22.514,12.813,18.452
3675748437,107.164,0.515,0.084,0.967,0.78,0.081,1.904,0.178,4.192,3.472,0.175,9.587,8.175,11.649,5.885,7.643,17.39,19.056,19.765,13.988,17.37
3675748438,106.919,0.514,0.082,0.967,0.787,0.082,1.935,0.18,4.251,3.176,0.172,9.307,8.176,11.683,5.789,7.402,17.234,19.981,20.065,12.597,17.261
3675748439,106.865,0.503,0.085,1.029,0.816,0.081,1.923,0.178,4.348,3.202,0.176,9.34,7.702,11.639,5.935,7.647,16.417,17.825,20.712,13.856,18.625
3675748440,106.939,0.508,0.083,0.962,0.799,0.081,2.219,0.176,4.161,3.676,0.173,9.368,7.742,11.553,5.771,6.92,17.517,17.516,20.229,13.476,17.903
3675748441,106.901,0.504,0.083,0.978,0.801,0.081,1.995,0.177,3.919,3.192,0.176,9.429,7.758,11.542,5.796,7.791,17.016,18.597,19.769,13.93,19.537
3675748442,106.803,0.501,0.082,0.946,0.807,0.081,2.026,0.175,4.035,3.324,0.17,9.314,7.793,11.62,5.8,7.594,16.528,19.781,20.63,13.109,19.358
3675748443,106.729,0.505,0.083,1.007,0.797,0.081,1.739,0.178,3.87,3.253,0.173,9.189,7.193,11.723,5.841,8.009,16.948,18.451,20.775,13.514,19.714
3675748444,106.921,0.503,0.084,0.977,0.801,0.081,1.728,0.19,4.422,3.473,0.173,9.389,8.608,11.684,5.862,7.719,16.859,18.447,20.287,13.804,18.836
3675748445,106.872,0.494,0.083,0.967,0.83,0.081,1.968,0.183,3.927,3.868,0.172,9.21,7.513,11.629,5.9,7.851,17.298,20.993,19.897,13.188,20.019
3675748446,106.922,0.506,0.083,0.967,0.812,0.081,1.905,0.178,3.894,3.316,0.171,9.331,7.831,11.667,5.896,7.488,16.573,16.948,21.369,14.03,18.519
3675748447,106.846,0.499,0.083,0.999,0.827,0.081,1.825,0.179,4.23,3.304,0.168,9.191,7.535,11.793,5.914,7.593,16.45,19.189,20.974,12.922,18.515
3675748448,106.669,0.507,0.082,0.978,0.828,0.082,1.953,0.186,3.96,3.373,0.173,9.143,8.053,11.755,5.833,7.6,16.329,20.678,20.195,12.526,18.511
3675748449,106.932,0.503,0.082,0.981,0.812,0.08,1.808,0.17,3.969,3.513,0.176,9.342,7.301,11.644,5.772,8.14,17.032,19.483,20.866,13.433,20.846
3675748450,106.792,0.507,0.083,0.999,0.818,0.082,1.968,0.173,3.924,3.416,0.17,9.196,7.388,11.636,5.838,6.95,16.566,18.988,20.535,12.807,15.917
3675748451,106.52,0.506,0.084,1.038,0.825,0.081,1.979,0.175,4.244,3.026,0.174,9.157,7.958,11.64,5.83,7.645,17.249,20.072,20.748,13.239,19.353
3675748452,106.783,0.5,0.082,0.966,0.801,0.082,1.788,0.178,4.352,3.245,0.177,9.221,7.93,11.685,5.812,7.322,16.893,18.795,20.421,12.142,17.924
3675748453,106.765,0.505,0.083,1.001,0.82,0.081,1.734,0.179,3.826,3.059,0.189,9.13,8.326,11.591,5.783,7.577,16.711,20.27,19.653,12.752,19.913
3675748454,106.732,0.499,0.083,0.976,0.803,0.082,1.999,0.186,4.166,3.511,0.173,9.148,8.225,11.606,5.785,7.564,16.162,19.457,20.612,12.526,19.455
3675748455,106.859,0.516,0.083,0.977,0.813,0.081,2.005,0.175,3.927,3.18,0.175,9.228,7.055,11.732,5.82,7.98,18.772,18.664,20.482,12.653,18.238
3675748456,106.76,0.505,0.083,1.017,0.822,0.082,1.814,0.181,4.146,3.9,0.17,9.04,8.167,11.536,5.88,8.019,16.233,19.796,20.063,14.168,19.127
3675748457,106.509,0.511,0.084,0.981,0.812,0.081,1.9,0.181,4.137,3.452,0.173,9.086,7.521,11.608,5.815,7.227,16.733,18.243,20.541,12.796,18.38
3675748458,106.72,0.503,0.082,1.01,0.806,0.082,1.947,0.18,4.081,3.59,0.171,9.029,7.937,11.709,6.016,7.889,15.971,19.43,21.106,15.697,18.943
3675748459,106.62,0.52,0.084,0.981,0.798,0.08,2.004,0.177,3.935,3.541,0.17,9.096,7.883,11.757,5.832,7.395,16.265,18.556,20.519,13.919,18.608
3675748460,106.957,0.513,0.083,0.948,0.792,0.081,1.929,0.178,4.167,3.109,0.182,9.145,7.583,11.583,5.833,8.697,16.599,19.05,20.579,12.393,19.949
3675748461,106.631,0.528,0.083,0.95,0.798,0.08,2.014,0.179,4.005,3.419,0.173,8.919,7.555,11.642,5.791,6.683,17.162,19.361,20.41,12.47,17.597
3675748462,106.567,0.513,0.083,0.975,0.845,0.082,1.971,0.181,3.938,3.843,0.172,9.078,7.533,11.674,5.791,8.05,16.572,19.134,19.658,12.382,19.449
3675748463,106.539,0.506,0.083,0.975,0.822,0.081,2.089,0.172,3.786,3.062,0.181,9.033,7.026,11.587,5.827,7.018,15.502,17.709,21.262,13.661,18.291
3675748464,106.59,0.51,0.082,0.982,0.795,0.081,1.92,0.187,4.087,2.942,0.178,9.009,8.312,11.744,5.811,8.178,16.421,19.68,21.038,12.618,18.181
3675748465,106.931,0.501,0.082,1.001,0.801,0.081,1.875,0.173,3.921,3.145,0.173,9.069,7.127,11.603,5.842,6.973,16.575,18.979,19.956,13.222,17.366
3675748466,106.627,0.512,0.083,1.022,0.807,0.082,1.719,0.19,4.131,3.34,0.179,9.006,7.762,11.69,5.796,8.55,17.313,19.64,20.455,13.95,20.574
3675748467,106.725,0.501,0.083,0.971,0.798,0.081,1.971,0.181,3.776,3.728,0.178,9.073,7.33,11.705,5.899,7.423,17.5,20.17,20.558,13.679,19.562
3675748468,106.68,0.507,0.083,0.953,0.801,0.081,1.81,0.184,3.702,3.546,0.172,9.093,8.468,11.685,6.025,8.45,16.195,22.191,20.156,15.12,21.355
3675748469,106.665,0.502,0.083,0.968,0.81,0.082,1.883,0.174,3.768,3.337,0.173,9.119,7.106,11.622,5.815,7.009,17.762,17.786,20.34,13.913,17.551
3675748470,106.804,0.514,0.083,1.02,0.835,0.081,2.125,0.181,4.43,3.2,0.175,9.111,7.83,11.725,5.933,7.786,16.918,18.316,21.262,14.219,18.704
3675748471,106.857,0.51,0.084,0.959,0.805,0.082,1.805,0.182,3.631,3.499,0.175,9.003,7.101,11.731,5.862,7.141,16.515,18.051,20.692,13.743,17.9
3675748472,106.856,0.512,0.083,1.014,0.805,0.081,2.044,0.181,3.82,3.158,0.174,9.097,7.949,11.614,5.833,8.052,16.795,18.314,20.173,13.952,17.758
3675748473,106.75,0.519,0.082,1.019,0.812,0.082,1.905,0.18,3.935,3.764,0.179,8.99,7.151,11.644,5.879,7.247,16.358,17.067,20.063,13.456,17.531
3675748474,106.69,0.502,0.083,0.952,0.813,0.081,2.056,0.176,4.005,3.246,0.176,9.069,8.255,11.596,5.838,8.14,15.768,19.693,20.515,13.505,19.893
3675748475,106.516,0.509,0.082,0.959,0.815,0.081,1.859,0.177,4.178,3.22,0.169,9.052,7.208,11.628,5.766,6.883,16.081,19.144,20.504,12.661,17.801
3675748476,106.768,0.501,0.083,0.941,0.812,0.08,1.812,0.17,4.105,3.313,0.176,9.185,8.377,11.65,5.848,7.735,16.867,18.794,20.23,13.269,18.122
3675748477,106.802,0.507,0.083,0.946,0.788,0.082,1.956,0.181,3.868,3.098,0.18,9.115,7.127,11.612,5.806,7.049,16.551,17.654,20.605,13.472,17.937
3675748478,106.659,0.509,0.084,0.953,0.782,0.08,2.076,0.175,4.186,3.306,0.171,9.068,8.555,11.674,5.765,7.604,16.395,20.687,20.232,12.323,18.21
3675748479,106.505,0.509,0.082,0.925,0.792,0.082,1.998,0.181,4.051,3.013,0.191,8.996,7.19,11.709,5.811,7.253,16.723,17.469,21.292,13.204,18.52
3675748480,106.556,0.508,0.083,0.984,0.835,0.08,2.383,0.181,3.815,3.538,0.176,9.049,8.678,11.591,5.828,7.086,16.232,20.262,19.861,12.698,18.377
3675748481,106.546,0.522,0.083,0.98,0.832,0.083,2.016,0.178,4.12,3.549,0.17,9.186,7.053,11.776,5.916,7.494,15.783,17.263,20.691,12.96,19.65
3675748482,106.841,0.518,0.083,0.96,0.814,0.081,1.969,0.177,4.1,3.455,0.176,9.108,8.231,11.634,5.808,7.782,17.623,19.792,20.039,13.141,18.992
3675748483,106.536,0.517,0.082,0.994,0.782,0.081,2.046,0.174,4.279,3.19,0.174,9.095,7.727,11.784,5.82,7.098,18.011,21.335,20.647,12.767,18.587
3675748484,106.359,0.519,0.084,1.027,0.798,0.081,1.985,0.179,3.815,3.076,0.171,9.147,8.605,11.721,5.849,7.383,16.302,19.361,21.104,12.755,19.277
3675748485,106.632,0.519,0.082,0.99,0.781,0.081,1.871,0.18,3.895,3.301,0.181,9.228,6.875,11.755,5.873,7.609,16.51,16.001,21.312,12.716,20.918
3675748486,106.687,0.537,0.083,0.984,0.827,0.081,2.064,0.173,3.878,3.147,0.179,9.065,7.532,11.772,5.95,7.79,16.59,17.479,20.143,13.854,18.584
3675748487,106.809,0.658,0.082,1.004,0.837,0.081,2.765,0.186,4.891,3.741,0.18,8.754,7.711,11.864,5.993,7.417,17.082,20.204,20.32,14.002,18.484
3675748488,107.635,0.978,0.083,1.077,0.928,0.081,4.96,0.176,4.432,4.182,0.169,9.26,7.793,12.041,6.229,7.579,22.424,17.663,22.624,16.018,18.862
3675748489,107.057,0.617,0.082,1.011,0.793,0.081,3.193,0.177,4.691,3.205,0.168,8.797,7.216,12.205,6.02,7.082,17.065,16.896,22.216,12.931,19.984
3675748490,106.797,0.787,0.084,1.036,0.856,0.081,4.165,0.172,4.408,3.502,0.173,8.821,8.123,12.255,6.024,8.047,21.142,18.642,21.976,13.444,18.849
3675748491,106.013,0.577,0.083,1.025,0.806,0.082,2.402,0.177,4.103,3.199,0.172,8.378,7.477,12.098,5.922,7.336,16.814,18.454,21.606,13.645,18.9
3675748492,106.47,0.758,0.084,0.999,0.839,0.08,4.236,0.191,4.167,3.472,0.176,8.584,7.9,11.876,5.915,7.134,16.806,19.626,20.512,12.441,17.936
3675748493,106.419,0.667,0.083,1.01,0.827,0.082,3.713,0.177,4.47,3.161,0.174,8.398,7.556,11.974,5.875,7.01,16.391,18.245,21.967,12.984,18.269
3675748494,107.191,0.819,0.083,1.045,0.869,0.08,6.041,0.17,4.172,3.293,0.171,8.676,8.308,11.93,5.977,8.392,17.817,21.166,21.58,14.373,19.69
3675748495,106.093,0.715,0.081,1.036,0.851,0.082,3.988,0.179,4.416,3.742,0.18,8.392,8.024,11.993,5.969,8.151,16.465,19.479,21.576,14.339,18.699
3675748496,106.33,0.651,0.083,1.001,0.844,0.08,4.245,0.174,4.012,3.776,0.171,8.343,7.095,11.869,6.069,7.047,17.203,17.877,21.123,13.623,18.068
3675748497,106.298,0.581,0.081,0.968,0.799,0.082,2.2,0.177,4.055,3.991,0.17,8.36,7.623,11.711,5.821,7.541,15.853,19.903,20.545,12.437,17.481
3675748498,106.483,0.596,0.083,0.99,0.798,0.081,2.324,0.179,3.781,3.332,0.176,8.873,7.968,11.384,5.805,8.044,17.025,19.066,20.702,13.635,19.535
3675748499,106.446,0.545,0.081,0.994,0.777,0.082,2.226,0.173,3.954,3.238,0.175,8.997,7.793,11.608,5.797,8.248,16.284,19.325,21.187,12.814,18.97
3675748500,106.305,0.52,0.083,0.971,0.796,0.081,2.114,0.171,4.361,3.288,0.177,9.074,8.173,11.917,5.951,7.981,16.642,20.156,20.595,13.53,20.008
3675748501,106.058,0.538,0.082,0.98,0.806,0.082,2.123,0.178,4.394,3.254,0.175,8.807,8.107,11.982,5.963,8.435,16.431,19.817,20.911,13.362,19.873
3675748502,106.215,0.575,0.083,0.963,0.794,0.081,2.568,0.172,3.782,3.335,0.181,8.958,7.651,11.787,5.933,7.48,16.041,19.726,21.194,14.023,17.327
3675748503,106.664,0.98,0.081,1.066,0.94,0.081,5.217,0.175,4.219,4.296,0.178,8.49,7.928,11.928,5.995,8.236,19.722,17.64,20.57,13.72,19.912
3675748504,106.015,0.711,0.083,0.969,0.837,0.08,4.188,0.176,3.899,3.521,0.177,8.236,8.275,12.023,5.943,6.937,16.857,20.071,21.73,13.506,19.956
3675748505,106.163,0.691,0.082,0.962,0.836,0.082,3.372,0.175,3.701,3.703,0.18,8.243,6.956,11.728,5.929,7.824,15.985,19.213,20.36,13.879,16.881
3675748506,106.326,0.712,0.084,0.985,0.817,0.08,4.264,0.178,3.962,3.497,0.176,8.5,7.645,11.569,5.871,6.817,18.237,19.8,20.74,14.589,17.16
3675748507,106.529,0.54,0.082,0.992,0.788,0.081,2.244,0.172,3.706,3.216,0.167,8.994,7.47,11.488,5.792,7.662,17.292,19.567,19.904,13.17,17.5
3675748508,106.733,0.519,0.084,0.979,0.814,0.081,1.926,0.184,4.252,4.053,0.172,9.154,8.075,11.77,5.95,7.581,16.641,18.384,21.308,13.883,19.505
3675748509,106.198,0.515,0.083,0.981,0.812,0.082,1.894,0.177,4.423,3.353,0.181,9.018,8.103,11.961,6.112,8.357,16.044,20.24,20.782,14.103,19.546
3675748510,106.368,0.534,0.083,0.955,0.798,0.081,2.224,0.175,3.878,3.352,0.176,9.025,7.044,11.862,5.896,7.299,17.399,20.438,20.363,13.202,18.394
3675748511,106.483,0.646,0.082,0.986,0.824,0.082,3.031,0.176,4.296,4.053,0.179,9.032,7.363,11.881,5.985,8.865,17.348,16.305,20.9,17.059,20.352
3675748512,107.323,0.967,0.083,1.062,0.935,0.081,5.29,0.176,4.647,3.983,0.177,8.982,7.828,12.09,6.4,7.078,18.798,20.294,21.692,15.926,18.627
3675748513,106.293,0.69,0.083,1.011,0.838,0.081,3.626,0.203,4.39,3.671,0.184,8.4,8.32,12.234,6.071,7.44,16.594,20.016,21.274,13.197,17.072
3675748514,107.404,0.904,0.083,1.068,0.89,0.082,5.448,0.175,4.617,3.79,0.175,8.88,7.482,12.057,6.035,7.474,18.289,19.248,21.926,13.541,19.009
3675748515,106.487,0.705,0.083,1.035,0.847,0.081,4.184,0.178,3.672,3.383,0.174,8.349,8.778,12.113,6.01,7.572,16.302,20.889,21.734,15.05,17.809
3675748516,106.716,0.743,0.083,1.021,0.851,0.082,3.908,0.174,4.279,3.483,0.175,8.517,7.739,11.968,5.983,7.245,17.053,19.198,20.864,12.607,17.411
3675748517,106.089,0.623,0.082,1.033,0.81,0.08,2.462,0.177,4.489,3.156,0.182,8.428,7.774,11.737,5.808,7.707,17.476,19.022,20.374,12.992,19.607
3675748518,106.7,0.591,0.083,0.986,0.816,0.082,2.894,0.206,3.875,3.246,0.172,8.788,7.68,11.495,5.94,7.578,18.193,18.495,20.457,14.326,19.534
3675748519,106.707,0.553,0.084,0.976,0.785,0.082,2.285,0.18,3.839,3.306,0.174,9.006,8.163,11.505,5.819,7.64,16.384,19.076,20.102,13.232,17.874
3675748520,106.436,0.537,0.083,0.96,0.788,0.082,2.189,0.172,3.934,3.032,0.173,8.982,7.456,11.796,5.935,7.147,16.454,18.453,20.75,12.914,17.817
